FIPS,School District Name,County Names,State,LEA,SchoolDigger Number of Stars Elementary,SchoolDigger Number of Stars High,SchoolDigger Number of Stars Middle,SchoolDigger Rank Elementary,SchoolDigger Rank High,SchoolDigger Rank Middle,SchoolDigger Rank Of Elementary,SchoolDigger Rank Of High,SchoolDigger Rank Of Middle,Number of All students,% White students,% Black students,% Asian students,% Hispanic students,% American Indian/Alaska Native students,% Hawaiian Native/Pacific Islander students,% students with Two or More Races,Total Student membership/Full-Time-Equvalent teachers,Number of Charter schools,% Students Receiving Free or DisNumbered Lunch,Number of Magnet schools,Number of Virtual schools
3006115,Charlo High School District,Sanders County,Montana,6115,,1,,,99,,,119,,94,60.6,0,0,5.3,18.1,0,16,11.6,0,0,0,0
3006330,Choteau High School District,Teton County,Montana,6330,,4,,,20,,,119,,123,88.6,0,0,3.3,5.7,0,2.4,11.5,0,0,0,0
3007080,Colstrip High School District,Rosebud County,Montana,7080,,2,,,71,,,119,,183,50.8,0,1.1,6.6,33.3,0,8.2,10.6,0,0,0,0
3007140,Columbia Falls High School District,Flathead County,Montana,7140,,3,,,59,,,119,,621,89.5,0.5,0.3,3.4,1.6,0,4.7,15.2,0,0,0,0
3007320,Conrad High School District,Pondera County,Montana,7320,,2,,,67,,,119,,143,89.5,1.4,0,3.5,2.8,0,2.8,11.7,0,0,0,0
3007860,Culbertson High School District,Roosevelt County,Montana,7860,,4,,,28,,,119,,74,63.5,0,0,4.1,28.4,0,4.1,9.7,0,0,0,0
3008190,Cut Bank High School District,Glacier County,Montana,8190,,1,,,101,,,119,,150,43.3,0,0,1.3,38,0,17.3,10.1,0,0,0,0
3008280,Darby K-12 Schools,Ravalli County,Montana,8280,,1,,,104,,,119,,320,91.3,0,0.6,3.4,1.3,0,3.4,12.1,0,0,0,0
3009930,Ennis K-12 Schools,Madison County,Montana,9930,,3,,,44,,,119,,379,93.9,0.8,0.5,2.1,1.3,0,1.3,11.73333333,0,0,0,0
3010530,Fergus High School District,Fergus County,Montana,10530,,2,,,65,,,119,,348,93.7,1.1,1.1,1.7,2,0,0.3,13.3,0,0,0,0
3011650,Fromberg K-12,Carbon County,Montana,11650,,3,,,47,,,119,,118,91.5,0,0,1.7,5.1,0,1.7,9.133333333,0,0,0,0
3013340,Hardin High School District,Big Horn County,Montana,13340,,0,,,112,,,119,,508,17.9,0.2,0.6,7.3,67.5,0,6.5,16.6,0,0,0,0
3013400,Harlem High School District,Blaine County,Montana,13400,,0,,,109,,,119,,137,9.5,0,0,0,89.8,0,0.7,10.2,0,0,0,0
3013660,Hays-Lodge Pole K-12 Schools,Blaine County,Montana,13660,,0,,,117,,,119,,232,0,0,0,1.7,97.8,0,0.4,10.83333333,0,0,0,0
3014640,Hot Springs K-12,Lake County,Montana,14640,,1,,,105,,,119,,185,64.3,0.5,0.5,3.2,5.9,0,25.4,10.2,0,0,0,0
3014640,Hot Springs K-12,Sanders County,Montana,14640,,1,,,105,,,119,,185,64.3,0.5,0.5,3.2,5.9,0,25.4,10.2,0,0,0,0
3015120,Jefferson High School District,Jefferson County,Montana,15120,,1,,,86,,,119,,261,92.3,1.1,0.4,1.5,1.9,0,2.7,15.7,0,0,0,0
3016230,Laurel High School District,Yellowstone County,Montana,16230,,1,,,94,,,119,,635,90.6,1.1,0.2,4.4,1.3,0,2.5,16.3,0,0,0,0
3016770,Lincoln County High School District,Lincoln County,Montana,16770,,1,,,96,,,119,,291,84.2,0.3,2.7,6.9,3.1,0,2.7,15.4,0,0,0,0
3016810,Lincoln K-12 Schools,Lewis and Clark County,Montana,16810,,4,,,36,,,119,,138,91.3,0.7,0,2.2,4.3,0,1.4,9.3,0,0,0,0
3017040,Lodge Grass High School District,Big Horn County,Montana,17040,,0,,,116,,,119,,133,0,0,0,0,100,0,0,14.3,0,0,0,0
3017580,Malta K-12 Schools,Phillips County,Montana,17580,,2,,,69,,,119,,484,80,0,0.6,2.7,9.3,0,7.4,10.05,0,0,0,0
3020070,Park City High School District,Stillwater County,Montana,20070,,3,,,55,,,119,,95,94.7,0,0,1.1,3.2,0,1.1,11.2,0,0,0,0
3020100,Park High School District,Park County,Montana,20100,,4,,,34,,,119,,447,92.8,0,0,3.8,0.7,0,2.7,14.4,0,0,0,0
3020960,Plentywood K-12 Schools,Sheridan County,Montana,20960,,3,,,52,,,119,,341,89.1,0.3,1.2,5,0.9,0,3.5,12.1,0,0,0,0
3022110,Red Lodge High School District,Carbon County,Montana,22110,,4,,,23,,,119,,161,91.9,1.2,0.6,3.1,1.9,0,1.2,11.3,0,0,0,0
3028911,Rocky Boy High School District,Chouteau County,Montana,28911,,0,,,115,,,119,,134,0,0,0,0.7,99.3,0,0,11.5,0,0,0,0
3028911,Rocky Boy High School District,Hill County,Montana,28911,,0,,,115,,,119,,134,0,0,0,0.7,99.3,0,0,11.5,0,0,0,0
3023070,Roundup High School District,Musselshell County,Montana,23070,,0,,,110,,,119,,166,86.1,1.8,1.8,5.4,3,0,1.8,12.6,0,0,0,0
3023670,Scobey K-12 Schools,Daniels County,Montana,23670,,4,,,22,,,119,,279,90.3,0.7,0.4,3.2,4.3,0,1.1,14.56666667,0,0,0,0
3023910,Shelby High School District,Toole County,Montana,23910,,2,,,80,,,119,,119,86.6,0,0,3.4,7.6,0,2.5,10.3,0,0,0,0
3024330,Simms High School District,Cascade County,Montana,24330,,1,,,87,,,119,,101,84.2,0,1,5,3,0,6.9,10.4,0,0,0,0
3006110,St. Ignatius K-12 Schools,Lake County,Montana,6110,,1,,,85,,,119,,484,35.3,0.8,0.2,2.9,56.8,0,3.9,11.8,0,0,0,0
3025050,Stevensville High School District,Ravalli County,Montana,25050,,4,,,35,,,119,,389,88.2,0.3,0.8,7.2,2.1,0,1.5,17.2,0,0,0,0
3025470,Superior K-12 Schools,Mineral County,Montana,25470,,1,,,100,,,119,,286,78.7,0.3,0.7,10.1,1.4,0,8.7,12,0,0,0,0
3028620,Wolf Point High School District,Roosevelt County,Montana,28620,,1,,,108,,,119,,216,15.7,0,1.4,5.6,56.9,0,20.4,11.9,0,0,0,0
3411610,North Hunterdon-Voorhees Regional School District,Hunterdon County,New Jersey,11610,,4,,,62.5,,,415,,2678,86.4,2.3,5.4,5.2,0.2,0,0.5,12.3,0,0,0,0
3502130,Quemado Independent Schools,Catron County,New Mexico,2130,,5,,,15,,,182,,146,69.2,2.7,0.7,15.8,10.3,0,1.4,7.7,0,0,0,0
3502130,Quemado Independent Schools,Cibola County,New Mexico,2130,,5,,,15,,,182,,146,69.2,2.7,0.7,15.8,10.3,0,1.4,7.7,0,0,0,0
3800397,Valley-Edinburg Public School District 118,Cavalier County,North Dakota,397,,3,,,18,,,52,,185,82.7,0,0,12.4,1.6,0,3.2,8.6,0,0,0,0
3800397,Valley-Edinburg Public School District 118,Pembina County,North Dakota,397,,3,,,18,,,52,,185,82.7,0,0,12.4,1.6,0,3.2,8.6,0,0,0,0
3800397,Valley-Edinburg Public School District 118,Walsh County,North Dakota,397,,3,,,18,,,52,,185,82.7,0,0,12.4,1.6,0,3.2,8.6,0,0,0,0
4632430,Herreid School District 10-1,Campbell County,South Dakota,32430,,4,,,22,,,138,,109,93.6,0,0,1.8,2.8,0,1.8,7.2,0,0,0,0
5509630,Lakeland Union High School District,Oneida County,Wisconsin,9630,,3,,,157,,,402,,698,72.5,0.3,0.7,2.7,21.6,0,2.1,13.5,0,0,0,0
5509630,Lakeland Union High School District,Vilas County,Wisconsin,9630,,3,,,157,,,402,,698,72.5,0.3,0.7,2.7,21.6,0,2.1,13.5,0,0,0,0
5515150,Union Grove Union High School District,Kenosha County,Wisconsin,15150,,2,,,229,,,402,,1004,88.3,0.4,1.4,7.7,0.4,0,1.8,16.5,0,0,0,0
5515150,Union Grove Union High School District,Racine County,Wisconsin,15150,,2,,,229,,,402,,1004,88.3,0.4,1.4,7.7,0.4,0,1.8,16.5,0,0,0,0
5515480,Big Foot Union High School District,Walworth County,Wisconsin,15480,,3,,,176,,,402,,473,70.4,1.1,1.3,22.8,0.8,0,3.6,11.8,0,0,0,0
200680,St. Marys City School District,Kusilvak Census Area,Alaska,680,1,1,0,143,61,97,185,77,99,194,1,0.5,0,0,95.4,0,3.1,13.7,0,0,0,0
405980,Parker Unified School District,La Paz County,Arizona,5980,1,0,0,760,264,549,1029,287,600,1912,18.2,0.4,0.2,46.1,29.8,0,5.3,21.45,0,0,0,0
406850,Ray Unified District,Pinal County,Arizona,6850,1,3,,742,134,,1029,287,,446,38.8,0.2,0.4,58.1,1.1,0,1.3,21.05,0,0,0,0
507840,Hope School District,Hempstead County,Arkansas,7840,1,0,1.5,421,262,205,488,282,319,2385,18.8,45.4,0.4,33.8,0.2,0,1.4,12.6,0,0,0,0
511820,Prescott School District,Nevada County,Arkansas,11820,1,1,,385,211,,488,282,,980,52.7,38.9,1.3,6.5,0.6,0,0,12.8,0,0,0,0
514020,Westside School District,Johnson County,Arkansas,14020,1,1,0,373,253,294,488,282,319,685,93.4,0.1,2.5,3.1,0.6,0,0.3,11.7,0,0,0,0
605010,Big Valley Joint Unified School District,Lassen County,California,5010,1,2,,4483,1486,,5772,2125,,135,80,0.7,0,14.1,5.2,0,0,15.1,0,0,0,0
605010,Big Valley Joint Unified School District,Modoc County,California,5010,1,2,,4483,1486,,5772,2125,,135,80,0.7,0,14.1,5.2,0,0,15.1,0,0,0,0
600046,Gonzales Unified School District,Monterey County,California,46,1,1.5,0,4165,1575.5,2511,5772,2125,2623,2371,1.6,0.1,0.5,97,0.5,0,0.3,22.85,0,0,0,0
633720,Round Valley Unified School District,Mendocino County,California,33720,1,1,0,5150,1603,2482,5772,2125,2623,459,11.5,0,0,28.8,58.2,0,1.5,20.75,0,0,0,0
806630,Springfield School District RE-4,Baca County,Colorado,6630,1,4,,734,112,,965,411,,341,73.9,1.2,0,17,1.5,0,6.5,11.6,0,0,0,0
1304050,Peach County School District,Peach County,Georgia,4050,1,1,2.5,952,325,313,1234,435,551,3646,30.7,50.6,0.8,14.8,0.2,0,2.9,15.98333333,0,0,0,0
1305580,Webster County School District,Webster County,Georgia,5580,1,2,3,916,236,253,1234,435,551,344,41.9,43.6,0.6,9.6,0.9,0,3.5,11.1,0,0,0,0
1914010,Highland Community School District,Johnson County,Iowa,14010,1,1,3,486,274,121,567,320,318,636,90.1,0.2,0,7.4,0.5,0,1.9,13.73333333,0,0,0,0
1914010,Highland Community School District,Washington County,Iowa,14010,1,1,3,486,274,121,567,320,318,636,90.1,0.2,0,7.4,0.5,0,1.9,13.73333333,0,0,0,0
1918480,Maple Valley-Anthon Oto Community School District,Crawford County,Iowa,18480,1,2,,410,207,,567,320,,694,91.8,1.2,0.1,4,1,0,1.9,12.2,0,0,0,0
1918480,Maple Valley-Anthon Oto Community School District,Ida County,Iowa,18480,1,2,,410,207,,567,320,,694,91.8,1.2,0.1,4,1,0,1.9,12.2,0,0,0,0
1918480,Maple Valley-Anthon Oto Community School District,Monona County,Iowa,18480,1,2,,410,207,,567,320,,694,91.8,1.2,0.1,4,1,0,1.9,12.2,0,0,0,0
1918480,Maple Valley-Anthon Oto Community School District,Woodbury County,Iowa,18480,1,2,,410,207,,567,320,,694,91.8,1.2,0.1,4,1,0,1.9,12.2,0,0,0,0
1913110,Nodaway Valley Community School District,Adair County,Iowa,13110,1,2,3,425,177,152,567,320,318,639,91.7,0.6,0.3,3.4,0.5,0,3.4,11.66666667,0,0,0,0
1913110,Nodaway Valley Community School District,Madison County,Iowa,13110,1,2,3,425,177,152,567,320,318,639,91.7,0.6,0.3,3.4,0.5,0,3.4,11.66666667,0,0,0,0
1930960,West Harrison Community School District,Harrison County,Iowa,30960,1,3,4,443,159,85,567,320,318,325,96,0,0,2.2,1.2,0,0.6,15.25,0,0,0,0
1930960,West Harrison Community School District,Monona County,Iowa,30960,1,3,4,443,159,85,567,320,318,325,96,0,0,2.2,1.2,0,0.6,15.25,0,0,0,0
2010560,Parsons Unified School District 503,Labette County,Kansas,10560,1,2,3,531,168,155,667,325,368,1293,62.9,9.8,0.9,10.9,1,0,14.5,13.4,0,0,0,0
2012060,Stockton Unified School District 271,Graham County,Kansas,12060,1,1,1.5,589,244,257.5,667,325,368,345,91.6,1.7,0.9,3.5,1.2,0,1.2,10.75,0,0,0,0
2012060,Stockton Unified School District 271,Osborne County,Kansas,12060,1,1,1.5,589,244,257.5,667,325,368,345,91.6,1.7,0.9,3.5,1.2,0,1.2,10.75,0,0,0,0
2012060,Stockton Unified School District 271,Rooks County,Kansas,12060,1,1,1.5,589,244,257.5,667,325,368,345,91.6,1.7,0.9,3.5,1.2,0,1.2,10.75,0,0,0,0
2100210,Ballard County School District,Ballard County,Kentucky,210,1,4,3,497,54,144,696,282,332,1320,90,2.8,0.2,1.8,0.2,0,4.9,20.575,0,0,0,0
2102100,Fulton County School District,Fulton County,Kentucky,2100,1,2,,624,147,,696,282,,622,60.8,30.9,0,2.1,0.5,0,5.8,17.45,0,0,0,0
2103870,Mason County School District,Mason County,Kentucky,3870,1,2,3,548,149,130,696,282,332,2801,81,7.3,0.7,3.9,0.2,0,6.8,16.75,0,0,0,0
2314805,Regional School Unit 73,Androscoggin County,Maine,14805,1,1,0,227,88,78,254,114,85,1446,95.9,1.3,0.2,1.2,0.2,0,1.1,13.35,0,0,0,0
2314805,Regional School Unit 73,Franklin County,Maine,14805,1,1,0,227,88,78,254,114,85,1446,95.9,1.3,0.2,1.2,0.2,0,1.1,13.35,0,0,0,0
2311010,School Administrative District 24,Aroostook County,Maine,11010,1,3,,200,54,,254,114,,271,90,3,0,1.5,3.3,0,2.2,10.5,0,0,0,0
2311700,School Administrative District 45,Aroostook County,Maine,11700,1,2,,219,71,,254,114,,309,89.6,1,0.6,5.2,3.6,0,0,9.15,0,0,0,0
2610860,Corunna Public School District,Shiawassee County,Michigan,10860,1,2,1.5,1141,408,522,1407,666,791,1806,92.4,0.9,0.3,2.8,0.3,0,3.3,19.15,0,0,0,0
2700106,A.C.G.C. Public School District,Kandiyohi County,Minnesota,106,1,3,3,633,182,243,859,492,530,832,88.9,0.2,0.5,7.9,0.8,0,1.6,13.26666667,0,0,0,0
2700106,A.C.G.C. Public School District,Meeker County,Minnesota,106,1,3,3,633,182,243,859,492,530,832,88.9,0.2,0.5,7.9,0.8,0,1.6,13.26666667,0,0,0,0
2718660,Mahnomen Public School District,Mahnomen County,Minnesota,18660,1,1,0,735,378,484,859,492,530,653,15.8,0,0,2.5,26.3,0,55.4,27.6,0,0,0,0
2718660,Mahnomen Public School District,Norman County,Minnesota,18660,1,1,0,735,378,484,859,492,530,653,15.8,0,0,2.5,26.3,0,55.4,27.6,0,0,0,0
2725050,Onamia Public School District,Crow Wing County,Minnesota,25050,1,2,0.5,748,304,473.5,859,492,530,652,44,4.3,0.2,2,41.6,0,8,17.22,0,0,0,0
2725050,Onamia Public School District,Mille Lacs County,Minnesota,25050,1,2,0.5,748,304,473.5,859,492,530,652,44,4.3,0.2,2,41.6,0,8,17.22,0,0,0,0
2725050,Onamia Public School District,Morrison County,Minnesota,25050,1,2,0.5,748,304,473.5,859,492,530,652,44,4.3,0.2,2,41.6,0,8,17.22,0,0,0,0
2730480,Red Wing Public School District,Goodhue County,Minnesota,30480,1,3,3,641,236,244.5,859,492,530,2690,77.8,3.6,1.1,8,3.4,0,6.1,14.86,0,0,0,0
2908320,Johnson County R-VII School District,Johnson County,Missouri,8320,1,4,,741,107,,1039,419,,552,94.7,0.9,0.9,1.6,0.5,0,1.3,13.4,0,0,0,0
2924530,Perry County 32 School District,Bollinger County,Missouri,24530,1,1,3,774,327,234,1039,419,555,2266,93.2,0.4,0.6,4,0.2,0,1.5,15.5,0,0,0,0
2924530,Perry County 32 School District,Perry County,Missouri,24530,1,1,3,774,327,234,1039,419,555,2266,93.2,0.4,0.6,4,0.2,0,1.5,15.5,0,0,0,0
2919350,Woodland R-IV School District,Bollinger County,Missouri,19350,1,3,3,838,168,277,1039,419,555,900,98.3,1.2,0,0.1,0.3,0,0,14.4,0,0,0,0
2919350,Woodland R-IV School District,Wayne County,Missouri,19350,1,3,3,838,168,277,1039,419,555,900,98.3,1.2,0,0.1,0.3,0,0,14.4,0,0,0,0
3174160,Nebraska City Public Schools,Cass County,Nebraska,74160,1,0,0,395,204,233,452,217,247,1465,76.2,0.5,1.1,19,0.5,0,2.7,13.475,0,0,0,0
3174160,Nebraska City Public Schools,Nemaha County,Nebraska,74160,1,0,0,395,204,233,452,217,247,1465,76.2,0.5,1.1,19,0.5,0,2.7,13.475,0,0,0,0
3174160,Nebraska City Public Schools,Otoe County,Nebraska,74160,1,0,0,395,204,233,452,217,247,1465,76.2,0.5,1.1,19,0.5,0,2.7,13.475,0,0,0,0
3502040,Peñasco Independent Schools,Rio Arriba County,New Mexico,2040,1,2,4,295,117,50,383,182,186,356,8.7,0,0,80.6,10.4,0,0.3,10.7,0,0,0,0
3502040,Peñasco Independent Schools,Taos County,New Mexico,2040,1,2,4,295,117,50,383,182,186,356,8.7,0,0,80.6,10.4,0,0.3,10.7,0,0,0,0
3810810,Langdon-Milton-Osnabrock School District 23,Cavalier County,North Dakota,10810,1,1,,176,43,,202,52,,399,94.5,2,0.5,0.8,2,0,0.3,10.15,0,0,0,0
3810860,Larimore Public School District 44,Grand Forks County,North Dakota,10860,1,3,,144,23,,202,52,,406,85,0.5,0.2,7.9,2.7,0,3.7,12.3,0,0,0,0
3810860,Larimore Public School District 44,Nelson County,North Dakota,10860,1,3,,144,23,,202,52,,406,85,0.5,0.2,7.9,2.7,0,3.7,12.3,0,0,0,0
3800027,New England Public School District 9,Adams County,North Dakota,27,1,3,,155,20,,202,52,,284,87.7,0,0.7,0.4,9.2,0,2.1,14.7,0,0,0,0
3800027,New England Public School District 9,Hettinger County,North Dakota,27,1,3,,155,20,,202,52,,284,87.7,0,0.7,0.4,9.2,0,2.1,14.7,0,0,0,0
3800027,New England Public School District 9,Slope County,North Dakota,27,1,3,,155,20,,202,52,,284,87.7,0,0.7,0.4,9.2,0,2.1,14.7,0,0,0,0
3800027,New England Public School District 9,Stark County,North Dakota,27,1,3,,155,20,,202,52,,284,87.7,0,0.7,0.4,9.2,0,2.1,14.7,0,0,0,0
3904485,Struthers City School District,Mahoning County,Ohio,4485,1,3,3,1191,360,415,1676,836,1050,1867,79.2,6.9,0.3,7,0.4,0,6.3,18.66666667,0,0,0,0
4100640,Myrtle Point School District 41,Coos County,Oregon,640,1,2,0,598,163,346,701,241,373,546,68.5,0.7,0.2,8.1,4.8,0,17.8,15.65,0,0,0,0
4111400,North Lake School District 14,Lake County,Oregon,11400,1,3,0,551,116,337,701,241,373,212,80.2,0.9,0.5,9.9,1.4,0,7.1,12.3,0,0,0,0
4216290,Greater Nanticoke Area School District,Luzerne County,Pennsylvania,16290,1,1,,1224,527,,1536,688,,2321,84.3,6.2,0.6,7,0.2,0,1.7,17.16,0,0,0,0
4503150,Orangeburg School District 3,Orangeburg County,South Carolina,3150,1,0,0.5,494.25,210,276,637,222,311,2702,8.3,87.6,0.4,2,0.2,0,1.5,13.81666667,0,0,0,0
4605610,Belle Fourche School District 09-1,Butte County,South Dakota,5610,1,2,3,146,80,59,204,138,147,1378,87.7,0,0.2,5.8,1.6,0,4.7,14.28,0,0,0,0
4605610,Belle Fourche School District 09-1,Lawrence County,South Dakota,5610,1,2,3,146,80,59,204,138,147,1378,87.7,0,0.2,5.8,1.6,0,4.7,14.28,0,0,0,0
4619450,Dupree School District 64-2,Dewey County,South Dakota,19450,1,0,0,176,127,137,204,138,147,383,14.6,0,0,2.1,83,0,0.3,11.4,0,0,0,0
4619450,Dupree School District 64-2,Ziebach County,South Dakota,19450,1,0,0,176,127,137,204,138,147,383,14.6,0,0,2.1,83,0,0.3,11.4,0,0,0,0
4622940,Faith School District 46-2,Meade County,South Dakota,22940,1,4,,167,27,,204,138,,168,89.9,0,1.2,2.4,6.5,0,0,8.8,0,0,0,0
4622940,Faith School District 46-2,Perkins County,South Dakota,22940,1,4,,167,27,,204,138,,168,89.9,0,1.2,2.4,6.5,0,0,8.8,0,0,0,0
4622940,Faith School District 46-2,Ziebach County,South Dakota,22940,1,4,,167,27,,204,138,,168,89.9,0,1.2,2.4,6.5,0,0,8.8,0,0,0,0
4636150,Iroquois School District 02-3,Beadle County,South Dakota,36150,1,0,0,180,132,134,204,138,147,229,90.8,3.5,0.4,2.6,2.6,0,0,10.05,0,0,0,0
4636150,Iroquois School District 02-3,Kingsbury County,South Dakota,36150,1,0,0,180,132,134,204,138,147,229,90.8,3.5,0.4,2.6,2.6,0,0,10.05,0,0,0,0
4646260,McIntosh School District 15-1,Corson County,South Dakota,46260,1,5,4,155,5,30,204,138,147,195,55.4,2.6,0.5,2.1,31.8,0,7.7,9.5,0,0,0,0
4704260,Union City School District,Obion County,Tennessee,4260,1,4,3,706,86,271,985,342,574,1658,48,38,0.4,11.1,0.2,0,2.3,15.33333333,0,0,0,0
4807800,Alice Independent School District,Jim Wells County,Texas,7800,1,1,0,3359.8,1472,2001,4421,1839,2122,5073,6.5,0.6,0.3,92.4,0.1,0,0.1,16.94,0,0,0,0
4815150,Cooper Independent School District,Delta County,Texas,15150,1,3,3,3165,838,872,4421,1839,2122,822,73.5,9.1,0.5,11.4,1.1,0,4.4,13.06666667,0,0,0,0
4815150,Cooper Independent School District,Hunt County,Texas,15150,1,3,3,3165,838,872,4421,1839,2122,822,73.5,9.1,0.5,11.4,1.1,0,4.4,13.06666667,0,0,0,0
4830930,Mineola Independent School District,Wood County,Texas,30930,1,3,3,3617,713,767,4421,1839,2122,1614,55,5.9,1.4,32.8,0.5,0,4.5,13.35,0,0,0,0
4836480,Ranger Independent School District,Eastland County,Texas,36480,1,1,0,3620,1306,1935,4421,1839,2122,343,73.2,2.6,0.6,21.6,0.9,0,1.2,8.633333333,0,0,0,0
4836480,Ranger Independent School District,Stephens County,Texas,36480,1,1,0,3620,1306,1935,4421,1839,2122,343,73.2,2.6,0.6,21.6,0.9,0,1.2,8.633333333,0,0,0,0
4845210,Westbrook Independent School District,Mitchell County,Texas,45210,1,4,3,3532,401,815,4421,1839,2122,251,62.5,1.2,0,34.3,1.2,0,0.8,10.5,0,0,0,0
5101740,Greensville County Public Schools,Greensville County,Virginia,1740,1,0,0,936,307,409,1102,327,421,2382,20.6,71,1.5,4.3,0.2,0,2.4,12.45,0,0,0,0
5301920,Cusick School District,Pend Oreille County,Washington,1920,1,3,0,912,171,478,1126,414,516,252,61.5,0,0.4,6.7,20.6,0,10.7,15.5,0,0,0,0
5301980,Darrington School District,Skagit County,Washington,1980,1,3,3,800,195,209,1126,414,516,419,79,0.7,0.7,8.1,4.5,0,6.9,16.6,0,0,0,0
5301980,Darrington School District,Snohomish County,Washington,1980,1,3,3,800,195,209,1126,414,516,419,79,0.7,0.7,8.1,4.5,0,6.9,16.6,0,0,0,0
5306000,Oakville School District,Grays Harbor County,Washington,6000,1,1,0,906,331,508,1126,414,516,236,56.8,0,0.8,13.6,22.5,0,6.4,16.35,0,0,0,0
5306000,Oakville School District,Lewis County,Washington,6000,1,1,0,906,331,508,1126,414,516,236,56.8,0,0.8,13.6,22.5,0,6.4,16.35,0,0,0,0
5400960,Monroe County School District,Monroe County,West Virginia,960,1,1,4,298,82,32,381,114,170,1804,96.5,0.8,0.2,0.8,0.2,0,1.4,14.8,0,0,0,0
5500900,Bayfield School District,Ashland County,Wisconsin,900,1,1,0,835,352,572,1066,402,616,367,16.9,0.8,0.5,3.8,76.6,0,1.4,8.575,0,0,0,0
5500900,Bayfield School District,Bayfield County,Wisconsin,900,1,1,0,835,352,572,1066,402,616,367,16.9,0.8,0.5,3.8,76.6,0,1.4,8.575,0,0,0,0
5502610,Clear Lake School District,Barron County,Wisconsin,2610,1,3,3,807,185,293,1066,402,616,609,93.8,0,0.3,3,0.8,0,2.1,13.6,0,0,0,0
5502610,Clear Lake School District,Dunn County,Wisconsin,2610,1,3,3,807,185,293,1066,402,616,609,93.8,0,0.3,3,0.8,0,2.1,13.6,0,0,0,0
5502610,Clear Lake School District,Polk County,Wisconsin,2610,1,3,3,807,185,293,1066,402,616,609,93.8,0,0.3,3,0.8,0,2.1,13.6,0,0,0,0
5502610,Clear Lake School District,St. Croix County,Wisconsin,2610,1,3,3,807,185,293,1066,402,616,609,93.8,0,0.3,3,0.8,0,2.1,13.6,0,0,0,0
5512660,Reedsburg School District,Juneau County,Wisconsin,12660,1,2,3,750,261,261,1066,402,616,2806,88,1.4,0.9,6.9,0.7,0,2.2,37.9125,0,0,0,0
5512660,Reedsburg School District,Sauk County,Wisconsin,12660,1,2,3,750,261,261,1066,402,616,2806,88,1.4,0.9,6.9,0.7,0,2.2,37.9125,0,0,0,0
510290,Mulberry School District,Crawford County,Arkansas,10290,1,3,2,355,104,185,488,282,319,419,96.4,0.2,0.5,1.4,1.4,0,0,10.4,0,0,0,0
510290,Mulberry School District,Franklin County,Arkansas,10290,1,3,2,355,104,185,488,282,319,419,96.4,0.2,0.5,1.4,1.4,0,0,10.4,0,0,0,0
510440,Nettleton School District,Craighead County,Arkansas,10440,1,2,2,401.5,188,209,488,282,319,3456,41.1,44.4,1.8,8.5,0.2,0,4,14.02857143,0,0,0,0
606580,Butte Valley Unified School District,Siskiyou County,California,6580,1,2,2,4212,1454,1799,5772,2125,2623,316,44.9,0,1.3,48.1,3.2,0,2.5,21.35,0,0,0,0
609690,Corcoran Joint Unified School District,Kings County,California,9690,1,3,2,4453,1040,1751,5772,2125,2623,3320,5.7,3,0.7,90.4,0.2,0,0.1,23.7,0,0,0,0
609690,Corcoran Joint Unified School District,Tulare County,California,9690,1,3,2,4453,1040,1751,5772,2125,2623,3320,5.7,3,0.7,90.4,0.2,0,0.1,23.7,0,0,0,0
803210,Crowley County School District RE-1-J,Crowley County,Colorado,3210,1,2,2,784,259,316,965,411,458,440,39.1,2,0,55.9,1.6,0,1.4,14.05,0,0,0,0
803210,Crowley County School District RE-1-J,Lincoln County,Colorado,3210,1,2,2,784,259,316,965,411,458,440,39.1,2,0,55.9,1.6,0,1.4,14.05,0,0,0,0
1301560,Crisp County School District,Crisp County,Georgia,1560,1,1,2,993,362,361,1234,435,551,4082,33,57.5,1.6,5,0.2,0,2.7,16.48,0,0,0,0
1712090,Depue Community Unit School District 103,Bureau County,Illinois,12090,1,1,2,1531,623,948,2100,702,1380,428,17.5,1.2,1.6,77.8,0.9,0,0.9,11.05,0,0,0,0
1805340,Knox Community School Corporation,Starke County,Indiana,5340,1,2,2,727,215,325,1031,389,470,1914,92.7,0.5,0.1,4.9,0.4,0,1.6,17.36666667,0,0,0,0
1812150,Wabash City Schools,Wabash County,Indiana,12150,1,1,2,750,325,276,1031,389,470,1539,92.3,1.2,0.6,2.9,0.3,0,2.7,15.03333333,0,0,0,0
1908310,Creston Community School District,Adams County,Iowa,8310,1,3,2,442,116,178,567,320,318,1426,89.2,1.3,0.8,5.7,0.2,0,2.8,12.475,0,0,0,0
1908310,Creston Community School District,Ringgold County,Iowa,8310,1,3,2,442,116,178,567,320,318,1426,89.2,1.3,0.8,5.7,0.2,0,2.8,12.475,0,0,0,0
1908310,Creston Community School District,Union County,Iowa,8310,1,3,2,442,116,178,567,320,318,1426,89.2,1.3,0.8,5.7,0.2,0,2.8,12.475,0,0,0,0
1931290,West Sioux Community School District,Plymouth County,Iowa,31290,1,4,2,491,43,201,567,320,318,789,61.6,0.1,0,34.1,1.4,0,2.8,13.5,0,0,0,0
1931290,West Sioux Community School District,Sioux County,Iowa,31290,1,4,2,491,43,201,567,320,318,789,61.6,0.1,0,34.1,1.4,0,2.8,13.5,0,0,0,0
